system,dataset,experiment,condition,metric,value
graphmemshield,enterprise_health_finance,privacy_utility_frontier,enterprise_graphqa,fitted_reuse_factor_rho,9.3
graphmemshield,enterprise_health_finance,privacy_utility_frontier,enterprise_graphqa,max_gap_to_lower_bound,1.0568
graphmemshield,enterprise_health_finance,privacy_utility_frontier,enterprise_graphqa,mean_gap_to_lower_bound,1.0034
graphmemshield,enterprise_health_finance,rho_structural_proxy,enterprise_graphqa,bridge_degree_proxy,9.1
graphmemshield,enterprise_health_finance,rho_structural_proxy,enterprise_graphqa,fitted_reuse_factor_rho,9.3
graphmemshield,enterprise_health_finance,rho_structural_proxy,enterprise_graphqa,multiplicative_gap,1.022
graphmemshield,enterprise_health_finance,rho_structural_proxy,public_http_trace,bridge_degree_proxy,12.7
graphmemshield,enterprise_health_finance,rho_structural_proxy,public_http_trace,fitted_reuse_factor_rho,13.1
graphmemshield,enterprise_health_finance,rho_structural_proxy,public_http_trace,multiplicative_gap,1.0315
graphmemshield,enterprise_health_finance,rho_structural_proxy,internal_rag_trace,bridge_degree_proxy,8.4
graphmemshield,enterprise_health_finance,rho_structural_proxy,internal_rag_trace,fitted_reuse_factor_rho,8.8
graphmemshield,enterprise_health_finance,rho_structural_proxy,internal_rag_trace,multiplicative_gap,1.0476
graphmemshield,enterprise_health_finance,rho_structural_proxy,langgraph_adapter,bridge_degree_proxy,9.1
graphmemshield,enterprise_health_finance,rho_structural_proxy,langgraph_adapter,fitted_reuse_factor_rho,9.3
graphmemshield,enterprise_health_finance,rho_structural_proxy,langgraph_adapter,multiplicative_gap,1.022
graphmemshield,enterprise_health_finance,rho_structural_proxy,mem0_sample,bridge_degree_proxy,3.8
graphmemshield,enterprise_health_finance,rho_structural_proxy,mem0_sample,fitted_reuse_factor_rho,4.0
graphmemshield,enterprise_health_finance,rho_structural_proxy,mem0_sample,multiplicative_gap,1.0526
graphmemshield,enterprise_health_finance,rho_structural_proxy,enron_style_graph,bridge_degree_proxy,6.2
graphmemshield,enterprise_health_finance,rho_structural_proxy,enron_style_graph,fitted_reuse_factor_rho,6.6
graphmemshield,enterprise_health_finance,rho_structural_proxy,enron_style_graph,multiplicative_gap,1.0645
graphmemshield,enterprise_health_finance,continual_release_accounting,T100,linear_expected_abs_error,100.0
graphmemshield,enterprise_health_finance,continual_release_accounting,T100,binary_tree_expected_abs_error,18.5203
graphmemshield,enterprise_health_finance,continual_release_accounting,T100,error_reduction_factor,5.3995
graphmemshield,enterprise_health_finance,continual_release_accounting,T1000,linear_expected_abs_error,1000.0
graphmemshield,enterprise_health_finance,continual_release_accounting,T1000,binary_tree_expected_abs_error,31.6228
graphmemshield,enterprise_health_finance,continual_release_accounting,T1000,error_reduction_factor,31.6228
graphmemshield,enterprise_health_finance,continual_release_accounting,T10000,linear_expected_abs_error,10000.0
graphmemshield,enterprise_health_finance,continual_release_accounting,T10000,binary_tree_expected_abs_error,52.3832
graphmemshield,enterprise_health_finance,continual_release_accounting,T10000,error_reduction_factor,190.9009
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,structural_embedding_baseline,top1_accuracy,0.042
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,structural_embedding_baseline,top3_accuracy,0.125
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,structural_embedding_baseline,mrr,0.166
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_public_http_transfer,top1_accuracy,0.09
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_public_http_transfer,top3_accuracy,0.18
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_public_http_transfer,mrr,0.136
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_internal_rag_transfer,top1_accuracy,0.11
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_internal_rag_transfer,top3_accuracy,0.22
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_internal_rag_transfer,mrr,0.158
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_enron_transfer,top1_accuracy,0.08
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_enron_transfer,top3_accuracy,0.17
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_enron_transfer,mrr,0.128
graphmemshield,enterprise_health_finance,certified_radius,neighbor_shadow,certified_flip_radius,2
graphmemshield,enterprise_health_finance,certified_radius,neighbor_shadow,first_sensitive_exposure_flips,3
graphmemshield,enterprise_health_finance,certified_radius,neighbor_shadow,leakage_at_or_below_radius,3
graphmemshield,enterprise_health_finance,certified_radius,neighbor_shadow,leakage_after_breakpoint,4
graphmemshield,enterprise_health_finance,temporal_hidden,arrhythmia,pairwise_ordering_accuracy,0.7155
graphmemshield,enterprise_health_finance,temporal_hidden,CloudVendor,pairwise_ordering_accuracy,0.6436
graphmemshield,enterprise_health_finance,temporal_hidden,Project-A,pairwise_ordering_accuracy,0.6057
graphmemshield,enterprise_health_finance,temporal_hidden,Sydney,pairwise_ordering_accuracy,0.6546
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_0.5,candidate_edges,160
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_0.5,released_edges,2280
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_0.5,synthetic_absent_edges,16
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_0.5,per_edge_epsilon,0.5
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_1.0,candidate_edges,160
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_1.0,released_edges,2288
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_1.0,synthetic_absent_edges,10
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_1.0,per_edge_epsilon,1.0
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_2.0,candidate_edges,160
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_2.0,released_edges,2294
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_2.0,synthetic_absent_edges,3
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_2.0,per_edge_epsilon,2.0
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_0.5,present_emit_probability,0.622459
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_0.5,absent_emit_probability,0.377541
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_0.5,single_release_privacy_loss,0.5
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_0.5_releases_1,basic_composed_epsilon,0.5
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_0.5_releases_5,basic_composed_epsilon,2.5
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_0.5_releases_10,basic_composed_epsilon,5.0
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_1.0,present_emit_probability,0.731059
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_1.0,absent_emit_probability,0.268941
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_1.0,single_release_privacy_loss,1.0
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_1.0_releases_1,basic_composed_epsilon,1.0
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_1.0_releases_5,basic_composed_epsilon,5.0
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_1.0_releases_10,basic_composed_epsilon,10.0
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_2.0,present_emit_probability,0.880797
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_2.0,absent_emit_probability,0.119203
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_2.0,single_release_privacy_loss,2.0
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_2.0_releases_1,basic_composed_epsilon,2.0
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_2.0_releases_5,basic_composed_epsilon,10.0
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_2.0_releases_10,basic_composed_epsilon,20.0
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_0.5_releases_1,guarantee_scope,protected_candidate_edges_only
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_0.5_releases_1,has_full_graph_dp,False
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_0.5_releases_1,protected_release_epsilon,576.0
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_0.5_releases_1,guarantee_scope,full_graph_over_candidate_universe
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_0.5_releases_1,has_full_graph_dp,True
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_0.5_releases_1,protected_release_epsilon,1152.0
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_0.5_releases_5,guarantee_scope,protected_candidate_edges_only
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_0.5_releases_5,has_full_graph_dp,False
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_0.5_releases_5,protected_release_epsilon,2880.0
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_0.5_releases_5,guarantee_scope,full_graph_over_candidate_universe
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_0.5_releases_5,has_full_graph_dp,True
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_0.5_releases_5,protected_release_epsilon,5760.0
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_1.0_releases_1,guarantee_scope,protected_candidate_edges_only
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_1.0_releases_1,has_full_graph_dp,False
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_1.0_releases_1,protected_release_epsilon,1152.0
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_1.0_releases_1,guarantee_scope,full_graph_over_candidate_universe
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_1.0_releases_1,has_full_graph_dp,True
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_1.0_releases_1,protected_release_epsilon,2304.0
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_1.0_releases_5,guarantee_scope,protected_candidate_edges_only
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_1.0_releases_5,has_full_graph_dp,False
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_1.0_releases_5,protected_release_epsilon,5760.0
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_1.0_releases_5,guarantee_scope,full_graph_over_candidate_universe
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_1.0_releases_5,has_full_graph_dp,True
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_1.0_releases_5,protected_release_epsilon,11520.0
